dominio;documento;nome;uf;cidade;cep;data_cadastro;ultima_atualizacao;ticket
nae.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;23/11/2005 12:17;28/02/2008 23:13;2478043
observatoriodegenero.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;22/01/2009 10:18;22/01/2009 10:18;5206019
odmbrasil.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;21/05/2012 13:31;21/05/2012 13:31;9831924
planalto.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;16/04/1996 12:00;21/04/2016 17:28;6787
portosdobrasil.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;16/07/2007 13:37;16/07/2007 13:37;3736210
presidencia.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;03/03/2000 13:28;19/09/2011 00:22;276235
presidenciadarepublica.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;11/05/2000 21:20;29/03/2006 18:27;337135
prplanalto.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;13/11/2013 18:13;10/04/2015 22:04;12244593
regulacao.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;01/06/2009 19:37;01/06/2009 19:37;5602143
sae.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;09/10/1997 11:00;18/05/2009 19:09;62181
senad.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;29/10/1998 13:09;04/01/2012 13:47;123648
splp.gov.br;000.394.411/0001-09;PRESIDENCIA DA REPUBLICA;DF;Brasília;70150-900;16/07/2007 13:37;16/07/2007 13:37;3746202
cbnb.gov.br;000.394.429/0023-16;TERCEIRO COMANDO AEREO REGIONAL;RJ;Rio de Janeiro;20021-130;24/10/2005 16:34;20/08/2014 13:45;2392361
dac.gov.br;000.394.429/0043-60;DEPARTAMENTO DE AVIACAO CIVIL - DAC;DF;Brasília;70673-450;08/04/1997 12:00;11/09/2012 17:33;35808
brmcc.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;RJ;Rio de Janeiro;20021-130;08/07/2005 20:03;08/07/2005 17:03;2215475
cernai.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;RJ;Rio de Janeiro;20021-130;22/07/2004 18:15;24/01/2014 11:53;1735827
cgna.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;RJ;Rio de Janeiro;20021-130;26/12/2001 18:40;14/09/2015 17:29;701713
dcea.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;RJ;Rio de Janeiro;20021-130;20/12/2001 19:59;24/01/2014 11:54;700710
decea.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;RJ;Rio de Janeiro;20021-130;26/12/2001 18:40;24/01/2014 11:55;705211
depv.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;RJ;Rio de Janeiro;20021-130;20/03/2000 12:08;24/01/2014 11:55;284049
icea.gov.br;000.394.429/0048-74;Departamento de Controle do Espaço Aéreo;RJ;Rio de Janeiro;20021-130;17/12/2003 18:50;01/03/2016 12:52;1463809
cindacta2.gov.br;000.394.429/0055-01;Segundo Centro Integrado de Contr. Trafego Aéreo;PR;Curitiba;82510-901;28/07/2010 11:05;04/06/2014 00:30;7100525
pame.gov.br;000.394.429/0069-07;Parque de Material de Eletrônica da Aeronáutica;RJ;Rio de Janeiro;20931-040;14/12/2004 12:24;23/03/2015 18:13;1924674
serac4.gov.br;000.394.429/0086-08;MAER QUARTO SERVIÇO REGIONAL DE AVIAÇÃO CIVIL;SP;São Paulo;04626-010;12/07/2005 16:00;30/11/2006 13:18;2228294
dtceaaf.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-911;01/10/2009 19:28;01/10/2015 17:51;5995649
dtceagl.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-911;30/09/2009 13:51;01/10/2015 17:53;5995657
dtceagw.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-911;30/09/2009 13:51;01/10/2015 17:55;5995664
dtceamt.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-911;30/09/2009 13:36;01/10/2015 17:37;5995666
dtceasc.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-911;30/09/2009 13:36;01/10/2015 17:59;5995673
dtceasj.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-911;30/09/2009 13:36;01/10/2015 18:03;5995680
dtceasp.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-911;30/09/2009 13:36;01/10/2015 18:05;5995687
dtceast.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-911;30/09/2009 13:36;01/10/2015 18:08;5995699
dtceatmrj.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-911;17/03/2010 19:11;01/10/2015 18:11;6644696
srpv-sp.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-911;06/10/2008 17:13;02/06/2016 18:24;4917000
srpvsp.gov.br;000.394.429/0094-00;Comando da Aeronautica - SRPV-SP;SP;São Paulo;04626-911;03/10/2008 19:05;13/05/2016 22:28;4854674
hasp.gov.br;000.394.429/0106-88;Hospital da Aeronautica de Sao Paulo;SP;São Paulo;02012-021;16/09/1998 17:54;16/01/2007 23:31;116858
fab.gov.br;000.394.429/0122-06;Centro de Computação da Aeronáutica de Brasília;DF;Brasília;70045-900;05/02/2003 12:48;04/02/2014 15:56;1072309
maerj.gov.br;000.394.429/0129-74;Departamento de Controle do Espaço Aéreo - SDTI;RJ;Rio de Janeiro;20021-130;14/03/1997 12:00;19/03/2005 10:04;33239
cenipa.gov.br;000.394.429/0131-99;CENTRO DE INV E PREV DE ACIDENTES AERONÁUTICOS;DF;Brasília;71615-600;06/09/2006 19:54;06/04/2016 14:03;2998740
ciscea.gov.br;000.394.429/0133-50;COMISSAO DE IMPLANTACAO DO SISTEMA DE CONTROLE DO;RJ;RIO DE JANEIRO;20021-130;17/03/2005 20:01;12/07/2005 11:02;2044738
sivam.gov.br;000.394.429/0133-50;COMISSAO DE IMPLANTACAO DO SISTEMA DE CONTROLE DO;RJ;RIO DE JANEIRO;20021-130;16/05/1997 12:00;02/12/2002 13:06;39757
gesac.gov.br;000.394.437/0001-57;Ministério das Comunicações;DF;Brasília;70044-900;19/11/2003 19:09;25/03/2015 13:00;1414720
idbrasil.gov.br;000.394.437/0001-57;Ministério das Comunicações;DF;Brasília;70044-900;02/12/2003 14:53;25/03/2015 13:01;1440118
mc.gov.br;000.394.437/0001-57;Ministério das Comunicações;DF;Brasília;70044-900;12/03/1996 12:00;25/03/2015 13:01;5863
comunicacoes.gov.br;000.394.437/0003-19;Ministério das Comunicações;DF;Brasília;70044-900;13/06/2012 13:46;25/03/2015 13:00;10001332
dominiopublico.gov.br;000.394.445/0003-65;Ministério da Educação;DF;Brasília;70047-900;28/10/2004 19:29;23/01/2014 12:08;1865552
educacao.gov.br;000.394.445/0030-38;Ministério da Educação;DF;Brasília;70047-900;19/04/2000 20:43;23/01/2014 12:08;308354
educacion.gov.br;000.394.445/0030-38;Ministério da Educação;DF;Brasília;70047-900;19/04/2000 20:43;23/01/2014 12:09;308380
education.gov.br;000.394.445/0030-38;Ministério da Educação;DF;Brasília;70047-900;19/04/2000 20:43;23/01/2014 12:08;308387
abcnaidadecerta.gov.br;000.394.445/0139-39;Ministério da Educação;DF;Brasília;70047-900;09/08/2012 13:49;23/01/2014 12:09;10265256
mec.gov.br;000.394.445/0139-39;Ministério da Educação;DF;Brasília;70047-900;14/12/1995 12:00;23/01/2014 11:54;4823
pracasdopac.gov.br;000.394.445/0139-39;Ministério da Educação;DF;Brasília;70047-900;10/09/2010 13:53;23/01/2014 12:09;7294520
simecpr.gov.br;000.394.445/0139-39;Ministério da Educação;DF;Brasília;70047-900;10/08/2011 12:26;23/01/2014 12:09;8651955
ibc.gov.br;000.394.445/0272-12;Instituto Benjamin Constant;RJ;Rio de Janeiro;22290-240;08/06/2004 20:28;22/03/2016 17:58;1675115
ines.gov.br;000.394.445/0273-01;Instituto Nacional de Educacao de Surdos;RJ;Rio de Janeiro;22240-003;31/01/2007 10:12;26/03/2015 19:52;3327564
proinfo.gov.br;000.394.445/0540-23;Ministério da Educação;DF;Brasília;70047-090;01/07/1998 21:35;23/01/2014 12:08;104376
exercito.gov.br;000.394.452/0001-03;MD/EB/Departamento de Ciência e Tecnologia;DF;Brasília;70630-100;29/01/1998 11:00;05/11/2015 11:32;84429
coletapilotocnae.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;01/12/2008 12:15;02/05/2011 12:30;5059501
fazenda.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;28/08/1995 12:00;01/10/2014 11:53;0
rfb.gov.br;000.394.460/0008-18;MINISTERIO DA FAZENDA;DF;Brasília;70830-010;12/05/2010 18:28;21/11/2014 13:10;6834837
casadoscontos.gov.br;000.394.460/0263-70;Centro Regional de Treinamento ESAF;MG;Belo Horizonte;30320-400;20/09/2001 14:11;14/11/2009 14:18;639747
stn.gov.br;000.394.460/0409-50;Secretaria do Tesouro Nacional;DF;Brasília;70048-900;11/08/2009 11:36;29/04/2016 13:41;5830758
tesouro.gov.br;000.394.460/0409-50;Secretaria do Tesouro Nacional;DF;Brasília;70048-900;11/08/2009 11:52;29/04/2016 13:42;5830730
tesourotransparente.gov.br;000.394.460/0409-50;Secretaria do Tesouro Nacional;DF;Brasília;70048-900;26/05/2015 13:34;29/04/2016 13:42;14171768
aprendendoaexportar.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;04/12/2001 18:36;10/05/2013 19:22;690933
brasilmaior.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;03/08/2011 13:43;10/05/2013 19:22;8652213
brasilmaisprodutivo.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;30/03/2016 13:03;30/03/2016 13:03;15403365
brazilianexporters.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;22/10/2002 15:54;15/02/2013 15:29;990005
camex.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;26/09/2012 15:55;15/02/2013 15:29;10380069
comexbrasil.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;04/07/2011 13:06;10/05/2013 19:22;8496772
comexbrazil.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;04/07/2011 13:06;10/05/2013 19:23;8496779
comexresponde.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;29/07/2014 10:45;29/07/2014 11:35;13158446
desenvolvimento.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;21/02/2001 20:19;10/05/2013 19:21;514117
encomex.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;04/04/2005 13:01;10/05/2013 19:23;2044957
expofeiras.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;10/05/2012 13:20;15/02/2013 15:31;9846518
exportabrasil.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;23/11/2001 15:48;15/02/2013 16:52;679275
exportadoresbrasileiros.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;22/10/2002 15:54;04/11/2011 09:59;985223
exportadoresbrasilenos.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;16/08/2012 14:37;15/02/2013 15:32;10318402
forumpermanente.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;05/08/2011 12:37;10/05/2013 19:41;8658832
jcdf.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;30/11/2011 16:48;15/02/2013 15:33;9128256
mdic.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;15/03/1999 14:56;15/02/2013 16:49;146981
mict.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;01/01/1996 12:00;10/05/2013 19:41;0
observatoriodaindustria.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;10/05/2012 13:20;15/02/2013 15:33;9790097
pdp.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;01/02/2010 17:00;25/10/2011 11:07;6487325
portaldoempreendedor.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;30/06/2009 13:50;05/02/2010 19:41;5695847
portaldoexportador.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;26/11/2001 11:35;15/02/2013 15:38;687964
portalexportacao.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;23/11/2001 15:48;10/05/2013 19:46;684404
redeagentes.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;18/04/2001 12:51;10/05/2013 19:41;548814
vitrinedoexportador.gov.br;000.394.478/0002-24;MINISTÉRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;DF;Brasília;70053-900;19/08/2004 12:27;15/02/2013 15:40;1774074
portaldaexportacao.gov.br;000.394.478/0003-05;Ministério do Desenvolvimento;DF;Brasília;70053-900;02/01/2002 17:49;15/02/2013 15:37;709116
portalexporta.gov.br;000.394.478/0003-05;Ministério do Desenvolvimento;DF;Brasília;70053-900;02/01/2002 17:49;15/02/2013 15:39;709140
consumidor.gov.br;000.394.494/0001-36;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;13/12/2001 18:37;12/03/2014 20:05;697240
conasp.gov.br;000.394.494/0005-60;Secretaria Nacional de Segurança Pública;DF;Brasília;70064-900;16/11/2009 17:11;12/11/2013 17:17;6231775
infoseg.gov.br;000.394.494/0005-60;Secretaria Nacional de Segurança Pública;DF;Brasília;70064-900;11/06/2003 10:41;02/07/2015 20:42;1233804
senasp.gov.br;000.394.494/0005-60;Secretaria Nacional de Segurança Pública;DF;Brasília;70064-900;13/05/2010 13:32;28/10/2015 10:40;6855036
acessoajustica.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;04/06/2013 14:01;04/06/2013 14:01;11519349
atlasdeacessoajustica.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;04/06/2013 14:01;04/06/2013 14:01;11519414
coracaoazul.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;11/06/2013 11:56;11/06/2013 11:56;11572636
cquali.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;16/06/2008 18:30;04/04/2013 14:37;4572666
crimecongress2010.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;02/10/2009 19:40;04/04/2013 14:37;6034773
defensoriapublica.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;12/04/2002 19:30;04/04/2013 14:35;768323
defesadoconsumidor.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;04/04/2016 15:06;04/04/2016 15:06;15427301
denatran.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;12/04/2002 19:30;24/09/2014 17:33;768317
enccla.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;28/03/2007 17:43;13/03/2014 15:08;3446190
entreguesuaarma.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;03/05/2011 12:52;04/04/2013 14:37;8227908
infopen.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;07/06/2010 12:00;04/04/2013 14:38;6924089
justica.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;01/02/2002 13:49;04/04/2013 14:36;724843
migrantes.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;14/11/2013 13:06;14/11/2013 13:06;12187693
mj.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;17/05/1996 12:00;09/09/2015 19:28;7908
pronasci.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;26/08/2009 20:22;04/04/2013 14:38;5888828
qualidadedealimentos.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;16/06/2008 12:20;04/04/2013 14:36;4527913
qualidadedoleite.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;16/06/2008 12:20;04/04/2013 14:37;4527897
rndh.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;09/05/2001 13:16;04/04/2013 14:38;549119
sinesp.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;20/04/2012 15:44;03/12/2012 20:14;9754732
traficodepessoas.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;11/06/2013 11:56;11/06/2013 11:56;11572672
xn--justia-0ua.gov.br;000.394.494/0013-70;MINISTERIO DA JUSTICA;DF;Brasília;70064-900;14/11/2013 13:06;14/11/2013 13:06;12171078
dou.gov.br;000.394.494/0016-12;Imprensa Nacional/Presidência da República;DF;Brasília;70610-460;07/01/1997 11:00;30/11/2007 17:40;27356
in.gov.br;000.394.494/0016-12;Imprensa Nacional/Presidência da República;DF;Brasília;70610-460;20/11/1996 11:00;25/06/2015 19:44;22790
conseg.gov.br;000.394.494/0018-84;Ministério da Justiça;DF;Brasília;70064-900;01/09/2008 15:12;09/01/2009 17:50;4814165
dpf-ce.gov.br;000.394.494/0023-41;SUPER. REGIONAL DA POLICIA FEDERAL NO CEARÁ;CE;Fortaleza;60415-430;23/02/1997 12:00;24/03/2004 14:19;31061
dpf.gov.br;000.394.494/0080-30;DEPARTAMENTO DE POLICIA FEDERAL;DF;BRASILIA;70610-901;16/07/1996 12:00;29/01/2016 18:38;11801
pf.gov.br;000.394.494/0080-30;DEPARTAMENTO DE POLICIA FEDERAL;DF;BRASILIA;70610-901;22/01/2009 10:18;29/01/2016 18:38;5189629
policiafederal.gov.br;000.394.494/0080-30;DEPARTAMENTO DE POLICIA FEDERAL;DF;BRASILIA;70610-901;22/01/2009 10:18;29/01/2016 21:39;5189653
dnrc.gov.br;000.394.494/0103-60;DEPARTAMENTO NACIONAL DE REGISTRO DO COMERCIO;DF;Brasília;70053-900;18/09/1997 12:00;10/05/2013 19:23;58455
dprf.gov.br;000.394.494/0104-41;Departamento de Polícia Rodoviária Federal;DF;Brasília;70610-200;05/10/1998 12:29;02/02/2016 11:36;117380
prf.gov.br;000.394.494/0104-41;Departamento de Polícia Rodoviária Federal;DF;Brasília;70610-200;30/05/2003 19:43;02/02/2016 11:30;1227299
marinha.gov.br;000.394.502/0394-31;DIR COMUNICACOES E TECNOLOGIA DA INFORMACAO DA MB;RJ;Rio de Janeiro;20010-000;17/08/2009 18:25;26/01/2016 12:12;5899323
mb.gov.br;000.394.502/0394-31;DIR COMUNICACOES E TECNOLOGIA DA INFORMACAO DA MB;RJ;Rio de Janeiro;20010-000;07/08/2009 13:48;26/01/2016 12:13;5858626
mps.gov.br;000.394.528/0005-16;Ministerio da Previdencia Social;DF;Brasília;70059-900;12/02/2003 18:31;18/09/2006 16:20;1097821
mpas.gov.br;000.394.528/0008-69;Ministerio da Previdencia e Assistencia Social;DF;Brasília;70059-900;20/03/1996 12:00;27/07/2008 18:46;6042
brasilcultura.gov.br;000.394.536/0004-81;MINISTERIO DAS RELACOES EXTERIORES;DF;Brasília;70170-900;03/10/2001 14:45;06/09/2011 22:47;652566
portalconsular.gov.br;000.394.536/0004-81;MINISTERIO DAS RELACOES EXTERIORES;DF;Brasília;70170-900;08/02/2012 12:47;08/02/2012 12:47;9391847
rio20.gov.br;000.394.536/0004-81;MINISTERIO DAS RELACOES EXTERIORES;DF;Brasília;70170-900;13/05/2011 10:23;02/10/2012 11:48;8216116
antarcticabrazil.gov.br;000.394.536/0006-43;MINISTERIO DAS RELACOES EXTERIORES;DF;Brasília;70170-900;13/05/2013 17:43;13/05/2013 17:43;11436908
itamaraty.gov.br;000.394.536/0006-43;MINISTERIO DAS RELACOES EXTERIORES;DF;Brasília;70170-900;12/02/1999 11:00;10/09/2014 00:03;141521
mercosul.gov.br;000.394.536/0006-43;MINISTERIO DAS RELACOES EXTERIORES;DF;Brasília;70170-900;05/01/2001 20:56;07/09/2011 00:45;494320
mre.gov.br;000.394.536/0006-43;MINISTERIO DAS RELACOES EXTERIORES;DF;Brasília;70170-900;01/01/1996 12:00;06/09/2011 22:43;0
relacoesexteriores.gov.br;000.394.536/0006-43;MINISTERIO DAS RELACOES EXTERIORES;DF;Brasília;70170-900;02/05/2013 18:48;08/05/2013 14:38;11413282
brasilexport.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;12/09/2013 12:24;10/07/2014 14:21;11946792
brasilglobalnet.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;29/12/2010 12:59;10/07/2014 14:21;7725667
brasiltradenet.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;01/02/2000 11:26;10/07/2014 14:20;251694
brazilexport.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;14/08/2013 18:48;10/07/2014 14:20;11823944
brazilglobalnet.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;05/05/2011 16:07;10/07/2014 14:19;8249899
braziltradenet.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;28/01/2000 13:18;10/07/2014 14:19;250008
btig.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;06/05/2013 15:12;10/07/2014 14:19;11385270
btn.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;27/02/2004 19:17;10/07/2014 14:19;1525676
businessbrasil.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;24/06/2013 14:44;10/07/2014 14:17;11592370
businessbrazil.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;24/06/2013 14:44;10/07/2014 14:17;11592380
comercioeinvestimento.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;11/05/2012 12:36;10/07/2014 14:17;9837264
comex.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;22/08/2007 18:21;10/07/2014 14:16;3840705
dpr.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;11/12/2014 09:19;11/12/2014 09:19;13644210
investexportbrasil.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;31/08/2015 19:23;31/08/2015 19:23;14538608
investexportbrazil.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;11/09/2015 14:34;11/09/2015 14:34;14641557
invexbrasil.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;18/06/2015 17:46;18/06/2015 17:46;14289360
promocaocomercial.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;27/06/2012 14:17;10/07/2014 14:16;9976315
tradeandinvestment.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;10/08/2012 12:59;10/07/2014 14:16;10309351
tradepromotion.gov.br;000.394.536/0009-96;Min. Relações Exteriores Depto Promoção Comercial;DF;Brasília;70170-900;24/05/2012 17:29;10/07/2014 14:15;9837295
cdb.gov.br;000.394.536/0012-91;Ministério das Relações Exteriores - DCD;DF;Brasília;71170-900;23/11/2005 19:20;07/09/2011 00:44;2485694
jornadasdip.gov.br;000.394.536/0012-91;Ministério das Relações Exteriores - DCD;DF;Brasília;71170-900;01/11/2005 17:58;06/09/2011 22:47;2449362
